Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-27 01:50:00+00:00,25977.056640625,25978.326171875,25976.412109375,25976.412109375,25976.412109375,14141440
2023-08-27 01:55:00+00:00,25976.7734375,25983.72265625,25976.1953125,25983.177734375,25983.177734375,16641536
2023-08-27 02:00:00+00:00,25986.556640625,25990.96484375,25986.556640625,25987.712890625,25987.712890625,3817984
2023-08-27 02:05:00+00:00,25988.755859375,25997.92578125,25988.755859375,25997.92578125,25997.92578125,2178560
2023-08-27 02:10:00+00:00,26006.056640625,26007.013671875,26000.302734375,26000.302734375,26000.302734375,9015296
2023-08-27 02:15:00+00:00,26000.3046875,26005.958984375,26000.029296875,26005.958984375,26005.958984375,0
2023-08-27 02:20:00+00:00,26005.447265625,26005.447265625,25996.95703125,25997.150390625,25997.150390625,0
2023-08-27 02:25:00+00:00,25995.359375,25997.4765625,25994.06640625,25996.1171875,25996.1171875,9719296
2023-08-27 02:30:00+00:00,25995.810546875,25996.658203125,25992.65234375,25996.658203125,25996.658203125,0
2023-08-27 02:35:00+00:00,25997.849609375,25998.16796875,25994.669921875,25995.169921875,25995.169921875,0
2023-08-27 02:40:00+00:00,25993.541015625,25996.60546875,25993.541015625,25996.60546875,25996.60546875,2469888
2023-08-27 02:45:00+00:00,25997.126953125,25998.923828125,25995.99609375,25998.923828125,25998.923828125,0
2023-08-27 02:50:00+00:00,25996.75,25997.59375,25993.12109375,25993.12109375,25993.12109375,2172928
2023-08-27 02:55:00+00:00,25993.701171875,25993.701171875,25991.765625,25992.427734375,25992.427734375,0
2023-08-27 03:00:00+00:00,25991.337890625,25993.689453125,25991.337890625,25992.876953125,25992.876953125,0
2023-08-27 03:05:00+00:00,25994.53515625,25995.41015625,25993.912109375,25993.912109375,25993.912109375,163328
2023-08-27 03:10:00+00:00,25994.904296875,25998.54296875,25993.921875,25998.54296875,25998.54296875,0
2023-08-27 03:15:00+00:00,25997.810546875,26000.38671875,25997.810546875,26000.38671875,26000.38671875,0
2023-08-27 03:20:00+00:00,26000.771484375,26009.298828125,26000.771484375,26004.171875,26004.171875,0
2023-08-27 03:25:00+00:00,26003.486328125,26004.072265625,26002.169921875,26002.169921875,26002.169921875,2941440
2023-08-27 03:30:00+00:00,26003.48046875,26004.9765625,26003.48046875,26004.9765625,26004.9765625,10064896
2023-08-27 03:35:00+00:00,26005.310546875,26007.03125,26004.95703125,26006.544921875,26006.544921875,0
2023-08-27 03:40:00+00:00,26007.041015625,26008.798828125,26005.810546875,26008.798828125,26008.798828125,0
2023-08-27 03:45:00+00:00,26008.302734375,26010.111328125,26006.998046875,26010.111328125,26010.111328125,0
2023-08-27 03:50:00+00:00,26008.705078125,26011.904296875,26008.275390625,26011.904296875,26011.904296875,3914240
2023-08-27 03:55:00+00:00,26010.203125,26010.376953125,26007.693359375,26007.693359375,26007.693359375,6946816
2023-08-27 04:00:00+00:00,26008.939453125,26009.404296875,26008.126953125,26009.404296875,26009.404296875,0
2023-08-27 04:05:00+00:00,26009.6640625,26013.998046875,26009.6640625,26010.736328125,26010.736328125,0
2023-08-27 04:10:00+00:00,26011.27734375,26011.27734375,26010.119140625,26010.220703125,26010.220703125,0
2023-08-27 04:15:00+00:00,26009.58203125,26012.966796875,26009.58203125,26011.41796875,26011.41796875,0
2023-08-27 04:20:00+00:00,26011.939453125,26013.52734375,26011.939453125,26013.22265625,26013.22265625,0
2023-08-27 04:25:00+00:00,26013.6640625,26016.193359375,26013.521484375,26016.193359375,26016.193359375,0
2023-08-27 04:30:00+00:00,26017.423828125,26018.16015625,26016.55078125,26016.55078125,26016.55078125,5434368
2023-08-27 04:35:00+00:00,26017.865234375,26023.78125,26017.865234375,26023.78125,26023.78125,0
2023-08-27 04:40:00+00:00,26023.267578125,26023.267578125,26020.859375,26021.0546875,26021.0546875,1298432
2023-08-27 04:45:00+00:00,26016.265625,26019.9296875,26016.265625,26019.9296875,26019.9296875,8554496
2023-08-27 04:50:00+00:00,26022.0234375,26026.576171875,26022.0234375,26026.576171875,26026.576171875,6169088
2023-08-27 04:55:00+00:00,26024.154296875,26027.6796875,26024.154296875,26027.6796875,26027.6796875,10803712
2023-08-27 05:00:00+00:00,26028.26953125,26029.71484375,26028.26953125,26029.71484375,26029.71484375,0
2023-08-27 05:05:00+00:00,26030.888671875,26030.888671875,26029.49609375,26030.0546875,26030.0546875,0
2023-08-27 05:10:00+00:00,26030.95703125,26032.4296875,26030.22265625,26030.22265625,26030.22265625,0
2023-08-27 05:15:00+00:00,26028.927734375,26029.04296875,26026.75390625,26026.75390625,26026.75390625,8451072
2023-08-27 05:20:00+00:00,26028.01171875,26032.3984375,26027.654296875,26032.3984375,26032.3984375,0
2023-08-27 05:25:00+00:00,26034.88671875,26034.88671875,26026.890625,26026.890625,26026.890625,6608896
2023-08-27 05:30:00+00:00,26025.861328125,26025.861328125,26023.119140625,26023.119140625,26023.119140625,3259392
2023-08-27 05:35:00+00:00,26027.669921875,26027.669921875,26021.611328125,26021.7890625,26021.7890625,0
2023-08-27 05:40:00+00:00,26022.94140625,26023.587890625,26020.833984375,26020.833984375,26020.833984375,3273216
2023-08-27 05:45:00+00:00,26024.603515625,26024.603515625,26021.49609375,26021.49609375,26021.49609375,9041920
2023-08-27 05:50:00+00:00,26024.2421875,26024.2421875,26021.921875,26022.73828125,26022.73828125,0
2023-08-27 05:55:00+00:00,26022.791015625,26024.29296875,26021.14453125,26024.29296875,26024.29296875,8117248
2023-08-27 06:00:00+00:00,26024.607421875,26026.423828125,26024.494140625,26024.494140625,26024.494140625,0
2023-08-27 06:05:00+00:00,26026.56640625,26026.640625,26025.083984375,26025.154296875,26025.154296875,0
2023-08-27 06:10:00+00:00,26026.650390625,26027.087890625,26026.650390625,26027.087890625,26027.087890625,0
2023-08-27 06:15:00+00:00,26026.404296875,26029.169921875,26026.404296875,26028.74609375,26028.74609375,0
2023-08-27 06:20:00+00:00,26036.26953125,26037.19140625,26034.74609375,26034.74609375,26034.74609375,13710848
2023-08-27 06:25:00+00:00,26032.263671875,26032.263671875,26031.548828125,26031.650390625,26031.650390625,0
2023-08-27 06:30:00+00:00,26032.65625,26032.65625,26027.779296875,26029.05078125,26029.05078125,4737024
2023-08-27 06:35:00+00:00,26028.10546875,26029.591796875,26023.84375,26024.091796875,26024.091796875,0
2023-08-27 06:40:00+00:00,26023.681640625,26030.560546875,26019.63671875,26019.63671875,26019.63671875,512512
2023-08-27 06:45:00+00:00,26019.5,26023.9609375,26019.25390625,26023.005859375,26023.005859375,0
2023-08-27 06:50:00+00:00,26028.28515625,26032.6875,26027.068359375,26032.6875,26032.6875,723968
2023-08-27 06:55:00+00:00,26036.876953125,26036.876953125,26032.107421875,26032.2734375,26032.2734375,0
2023-08-27 07:00:00+00:00,26033.1328125,26033.1328125,26031.0078125,26033.0390625,26033.0390625,0
2023-08-27 07:05:00+00:00,26031.837890625,26032.70703125,26030.69140625,26032.45703125,26032.45703125,0
2023-08-27 07:10:00+00:00,26033.861328125,26036.880859375,26033.861328125,26036.880859375,26036.880859375,2122240
2023-08-27 07:15:00+00:00,26036.408203125,26038.921875,26036.021484375,26038.921875,26038.921875,2159616
2023-08-27 07:20:00+00:00,26036.037109375,26036.34375,26034.337890625,26035.419921875,26035.419921875,0
2023-08-27 07:25:00+00:00,26034.29296875,26036.400390625,26034.29296875,26035.796875,26035.796875,0
2023-08-27 07:30:00+00:00,26036.1171875,26038.40234375,26036.1171875,26038.40234375,26038.40234375,0
2023-08-27 07:35:00+00:00,26037.75,26038.908203125,26036.1015625,26036.283203125,26036.283203125,706048
2023-08-27 07:40:00+00:00,26035.560546875,26035.560546875,26033.578125,26034.431640625,26034.431640625,4431360
2023-08-27 07:45:00+00:00,26034.462890625,26037.02734375,26034.431640625,26035.732421875,26035.732421875,0
2023-08-27 07:50:00+00:00,26036.384765625,26036.384765625,26033.76171875,26033.76171875,26033.76171875,6320128
2023-08-27 07:55:00+00:00,26033.8359375,26035.162109375,26033.517578125,26034.724609375,26034.724609375,0
2023-08-27 08:00:00+00:00,26031.26171875,26035.708984375,26030.115234375,26035.708984375,26035.708984375,0
2023-08-27 08:05:00+00:00,26035.912109375,26041.53515625,26035.912109375,26041.53515625,26041.53515625,0
2023-08-27 08:10:00+00:00,26041.267578125,26043.025390625,26040.123046875,26043.025390625,26043.025390625,5509632
2023-08-27 08:15:00+00:00,26042.525390625,26042.525390625,26036.62890625,26037.4453125,26037.4453125,0
2023-08-27 08:20:00+00:00,26037.783203125,26039.486328125,26029.69140625,26030.765625,26030.765625,1348608
2023-08-27 08:25:00+00:00,26030.259765625,26030.275390625,26026.962890625,26030.275390625,26030.275390625,3965952
2023-08-27 08:30:00+00:00,26033.576171875,26043.14453125,26032.771484375,26042.396484375,26042.396484375,0
2023-08-27 08:35:00+00:00,26048.1640625,26052.310546875,26048.1640625,26051.802734375,26051.802734375,0
2023-08-27 08:40:00+00:00,26050.923828125,26051.537109375,26050.865234375,26050.865234375,26050.865234375,0
2023-08-27 08:45:00+00:00,26044.091796875,26046.98046875,26043.48828125,26044.673828125,26044.673828125,0
2023-08-27 08:50:00+00:00,26043.861328125,26051.142578125,26043.861328125,26051.142578125,26051.142578125,0
2023-08-27 08:55:00+00:00,26051.57421875,26054.59765625,26051.57421875,26053.611328125,26053.611328125,15127040
2023-08-27 09:00:00+00:00,26046.9609375,26052.4296875,26046.9609375,26047.140625,26047.140625,0
2023-08-27 09:05:00+00:00,26047.39453125,26049.12890625,26044.203125,26044.203125,26044.203125,8904192
2023-08-27 09:10:00+00:00,26043.6328125,26045.001953125,26043.6328125,26045.001953125,26045.001953125,12974592
2023-08-27 09:15:00+00:00,26045.83984375,26048.15625,26042.033203125,26048.15625,26048.15625,3376640
2023-08-27 09:20:00+00:00,26042.6796875,26055.0546875,26042.21875,26055.0546875,26055.0546875,5454848
2023-08-27 09:25:00+00:00,26053.169921875,26053.169921875,26042.923828125,26042.923828125,26042.923828125,16220672
2023-08-27 09:30:00+00:00,26048.201171875,26048.94140625,26046.4921875,26046.4921875,26046.4921875,13533696
2023-08-27 09:35:00+00:00,26047.205078125,26048.21875,26046.482421875,26046.482421875,26046.482421875,958464
2023-08-27 09:40:00+00:00,26045.662109375,26048.22265625,26045.06640625,26047.5703125,26047.5703125,9428992
2023-08-27 09:45:00+00:00,26047.134765625,26049.34765625,26044.6171875,26049.234375,26049.234375,8598016
2023-08-27 09:50:00+00:00,26049.384765625,26050.478515625,26045.07421875,26045.07421875,26045.07421875,11387904
2023-08-27 09:55:00+00:00,26044.8359375,26063.65625,26044.8359375,26063.65625,26063.65625,10359296
2023-08-27 10:00:00+00:00,26064.921875,26070.0546875,26064.921875,26070.0546875,26070.0546875,15930368
2023-08-27 10:05:00+00:00,26069.814453125,26070.75,26064.685546875,26064.685546875,26064.685546875,3345408
2023-08-27 10:10:00+00:00,26067.099609375,26067.099609375,26063.3125,26064.978515625,26064.978515625,13111808
2023-08-27 10:15:00+00:00,26064.03125,26069.5625,26064.03125,26068.080078125,26068.080078125,7538688
2023-08-27 10:20:00+00:00,26067.75390625,26068.48828125,26065.375,26068.478515625,26068.478515625,882176
2023-08-27 10:25:00+00:00,26068.423828125,26073.3203125,26068.423828125,26073.02734375,26073.02734375,4928512
2023-08-27 10:30:00+00:00,26074.044921875,26075.099609375,26071.412109375,26073.87109375,26073.87109375,13167616
2023-08-27 10:35:00+00:00,26076.77734375,26081.0859375,26076.4375,26080.970703125,26080.970703125,7020032
2023-08-27 10:40:00+00:00,26083.177734375,26085.3828125,26083.177734375,26085.349609375,26085.349609375,4642304
2023-08-27 10:45:00+00:00,26081.3671875,26081.3671875,26077.8671875,26077.8671875,26077.8671875,0
2023-08-27 10:50:00+00:00,26079.59375,26081.21484375,26079.59375,26080.2265625,26080.2265625,0
2023-08-27 10:55:00+00:00,26078.654296875,26082.1015625,26074.4609375,26074.4609375,26074.4609375,5069312
2023-08-27 11:00:00+00:00,26074.6640625,26074.6640625,26066.533203125,26066.533203125,26066.533203125,0
2023-08-27 11:05:00+00:00,26062.021484375,26065.66796875,26062.021484375,26065.33984375,26065.33984375,11345408
2023-08-27 11:10:00+00:00,26063.6015625,26063.603515625,26061.08984375,26061.08984375,26061.08984375,2679296
2023-08-27 11:15:00+00:00,26060.62890625,26062.59375,26060.1171875,26062.447265625,26062.447265625,1651200
2023-08-27 11:20:00+00:00,26066.2890625,26067.306640625,26062.240234375,26067.306640625,26067.306640625,0
2023-08-27 11:25:00+00:00,26068.501953125,26068.501953125,26065.912109375,26067.072265625,26067.072265625,1291264
2023-08-27 11:30:00+00:00,26064.2265625,26064.2265625,26059.65625,26059.65625,26059.65625,0
2023-08-27 11:35:00+00:00,26056.171875,26057.8828125,26055.00390625,26055.00390625,26055.00390625,0
2023-08-27 11:40:00+00:00,26056.810546875,26058.76171875,26056.810546875,26057.548828125,26057.548828125,269824
2023-08-27 11:45:00+00:00,26057.8359375,26057.8359375,26056.033203125,26056.033203125,26056.033203125,589824
2023-08-27 11:50:00+00:00,26056.9375,26056.9375,26053.822265625,26054.306640625,26054.306640625,0
2023-08-27 11:55:00+00:00,26054.451171875,26055.02734375,26053.4140625,26053.7578125,26053.7578125,2335744
2023-08-27 12:00:00+00:00,26054.96484375,26055.154296875,26052.98046875,26052.98046875,26052.98046875,0
2023-08-27 12:05:00+00:00,26050.521484375,26050.521484375,26047.634765625,26047.634765625,26047.634765625,0
2023-08-27 12:10:00+00:00,26048.97265625,26052.90234375,26048.97265625,26052.90234375,26052.90234375,4449280
2023-08-27 12:15:00+00:00,26054.091796875,26058.412109375,26052.8046875,26058.412109375,26058.412109375,0
2023-08-27 12:20:00+00:00,26058.73046875,26058.73046875,26054.115234375,26054.115234375,26054.115234375,0
2023-08-27 12:25:00+00:00,26053.79296875,26055.05078125,26051.791015625,26051.791015625,26051.791015625,0
2023-08-27 12:30:00+00:00,26050.619140625,26052.82421875,26050.482421875,26051.06640625,26051.06640625,0
2023-08-27 12:35:00+00:00,26053.0,26053.615234375,26051.673828125,26052.916015625,26052.916015625,0
2023-08-27 12:40:00+00:00,26052.478515625,26052.478515625,26051.75,26051.75,26051.75,0
2023-08-27 12:45:00+00:00,26051.837890625,26059.869140625,26051.837890625,26059.869140625,26059.869140625,0
2023-08-27 12:50:00+00:00,26059.109375,26060.587890625,26058.82421875,26060.587890625,26060.587890625,18062848
2023-08-27 12:55:00+00:00,26059.732421875,26061.47265625,26059.732421875,26061.47265625,26061.47265625,0
2023-08-27 13:00:00+00:00,26061.517578125,26063.291015625,26061.357421875,26063.291015625,26063.291015625,3282432
2023-08-27 13:05:00+00:00,26062.736328125,26067.560546875,26062.736328125,26066.583984375,26066.583984375,8336896
2023-08-27 13:10:00+00:00,26067.5703125,26067.5703125,26065.775390625,26065.8046875,26065.8046875,1051648
2023-08-27 13:15:00+00:00,26067.322265625,26069.837890625,26067.322265625,26069.837890625,26069.837890625,4948992
2023-08-27 13:20:00+00:00,26069.2109375,26070.798828125,26068.791015625,26069.03125,26069.03125,0
2023-08-27 13:25:00+00:00,26070.994140625,26071.876953125,26070.4765625,26071.876953125,26071.876953125,4860416
2023-08-27 13:30:00+00:00,26073.794921875,26076.0,26071.921875,26076.0,26076.0,550912
2023-08-27 13:35:00+00:00,26074.548828125,26076.84375,26069.396484375,26069.396484375,26069.396484375,2394112
2023-08-27 13:40:00+00:00,26071.58203125,26071.58203125,26064.828125,26070.90625,26070.90625,14598656
2023-08-27 13:45:00+00:00,26070.732421875,26070.732421875,26061.185546875,26061.185546875,26061.185546875,0
2023-08-27 13:50:00+00:00,26060.5859375,26061.93359375,26059.23828125,26061.650390625,26061.650390625,0
2023-08-27 13:55:00+00:00,26068.77734375,26072.39453125,26068.4765625,26068.4765625,26068.4765625,11920896
2023-08-27 14:00:00+00:00,26066.740234375,26074.22265625,26066.740234375,26074.22265625,26074.22265625,0
2023-08-27 14:05:00+00:00,26074.125,26074.603515625,26073.087890625,26074.603515625,26074.603515625,1248256
2023-08-27 14:10:00+00:00,26076.056640625,26090.623046875,26076.056640625,26090.06640625,26090.06640625,20118528
2023-08-27 14:15:00+00:00,26122.05078125,26139.310546875,26116.8984375,26137.8828125,26137.8828125,94632960
2023-08-27 14:20:00+00:00,26127.94140625,26127.94140625,26105.806640625,26118.5703125,26118.5703125,21323776
2023-08-27 14:25:00+00:00,26119.353515625,26127.904296875,26118.6015625,26127.904296875,26127.904296875,26821120
2023-08-27 14:30:00+00:00,26127.876953125,26144.857421875,26127.876953125,26143.07421875,26143.07421875,35747840
2023-08-27 14:35:00+00:00,26149.21484375,26162.70703125,26146.748046875,26154.9765625,26154.9765625,7817728
2023-08-27 14:40:00+00:00,26147.771484375,26154.189453125,26142.578125,26142.904296875,26142.904296875,27463680
2023-08-27 14:45:00+00:00,26145.3046875,26145.3046875,26140.451171875,26141.5390625,26141.5390625,14376448
2023-08-27 14:50:00+00:00,26142.0390625,26142.0390625,26129.923828125,26132.32421875,26132.32421875,0
2023-08-27 14:55:00+00:00,26128.337890625,26143.982421875,26128.337890625,26136.736328125,26136.736328125,14040576
2023-08-27 15:00:00+00:00,26137.85546875,26152.857421875,26137.85546875,26149.388671875,26149.388671875,12990464
2023-08-27 15:05:00+00:00,26149.2578125,26153.61328125,26149.2578125,26151.30859375,26151.30859375,2693632
2023-08-27 15:10:00+00:00,26148.646484375,26148.84765625,26132.6015625,26132.6015625,26132.6015625,1959936
2023-08-27 15:15:00+00:00,26126.46484375,26144.490234375,26126.46484375,26144.490234375,26144.490234375,18589184
2023-08-27 15:20:00+00:00,26147.8203125,26147.8203125,26143.419921875,26143.419921875,26143.419921875,11297280
2023-08-27 15:25:00+00:00,26143.0546875,26145.0546875,26138.361328125,26145.0546875,26145.0546875,15395328
2023-08-27 15:30:00+00:00,26146.376953125,26148.21484375,26142.181640625,26142.181640625,26142.181640625,12949504
2023-08-27 15:35:00+00:00,26140.53515625,26143.26171875,26139.787109375,26139.787109375,26139.787109375,13615616
2023-08-27 15:40:00+00:00,26139.248046875,26140.640625,26139.248046875,26140.2890625,26140.2890625,10924032
2023-08-27 15:45:00+00:00,26140.091796875,26140.091796875,26135.873046875,26135.873046875,26135.873046875,12427264
2023-08-27 15:50:00+00:00,26131.91015625,26131.91015625,26126.525390625,26128.173828125,26128.173828125,0
2023-08-27 15:55:00+00:00,26127.65625,26127.65625,26109.501953125,26109.501953125,26109.501953125,1971200
2023-08-27 16:00:00+00:00,26111.193359375,26115.095703125,26111.193359375,26113.876953125,26113.876953125,11103744
2023-08-27 16:05:00+00:00,26115.619140625,26127.916015625,26115.619140625,26127.916015625,26127.916015625,5911552
2023-08-27 16:10:00+00:00,26126.591796875,26126.591796875,26114.265625,26124.609375,26124.609375,12273152
2023-08-27 16:15:00+00:00,26123.296875,26128.59375,26120.73828125,26120.73828125,26120.73828125,11748864
2023-08-27 16:20:00+00:00,26117.19140625,26126.373046875,26117.19140625,26126.373046875,26126.373046875,0
2023-08-27 16:25:00+00:00,26125.357421875,26146.166015625,26124.205078125,26146.166015625,26146.166015625,22597632
2023-08-27 16:30:00+00:00,26143.783203125,26143.783203125,26130.837890625,26130.837890625,26130.837890625,20025856
2023-08-27 16:35:00+00:00,26137.439453125,26142.91796875,26137.111328125,26137.111328125,26137.111328125,1379840
2023-08-27 16:40:00+00:00,26129.751953125,26133.177734375,26129.751953125,26130.845703125,26130.845703125,2648576
2023-08-27 16:45:00+00:00,26133.0859375,26150.458984375,26133.0859375,26150.458984375,26150.458984375,0
2023-08-27 16:50:00+00:00,26152.078125,26153.525390625,26149.80859375,26149.80859375,26149.80859375,0
2023-08-27 16:55:00+00:00,26152.333984375,26153.181640625,26150.990234375,26153.181640625,26153.181640625,678400
2023-08-27 17:00:00+00:00,26153.154296875,26165.373046875,26153.154296875,26163.802734375,26163.802734375,4848128
2023-08-27 17:05:00+00:00,26160.85546875,26164.703125,26159.1328125,26164.703125,26164.703125,1684992
2023-08-27 17:10:00+00:00,26156.087890625,26158.748046875,26156.087890625,26156.46875,26156.46875,5449216
2023-08-27 17:15:00+00:00,26158.267578125,26158.890625,26155.029296875,26155.97265625,26155.97265625,0
2023-08-27 17:20:00+00:00,26154.90625,26154.951171875,26152.5078125,26152.5078125,26152.5078125,11317248
2023-08-27 17:25:00+00:00,26152.052734375,26152.052734375,26140.390625,26140.390625,26140.390625,6747136
2023-08-27 17:30:00+00:00,26136.47265625,26136.47265625,26127.875,26127.875,26127.875,0
2023-08-27 17:35:00+00:00,26127.669921875,26131.650390625,26127.669921875,26131.650390625,26131.650390625,6679552
2023-08-27 17:40:00+00:00,26128.640625,26130.072265625,26122.474609375,26122.474609375,26122.474609375,5941248
2023-08-27 17:45:00+00:00,26121.384765625,26121.384765625,26078.19140625,26078.19140625,26078.19140625,7914496
2023-08-27 17:50:00+00:00,26073.173828125,26084.724609375,26069.501953125,26070.72265625,26070.72265625,26282496
2023-08-27 17:55:00+00:00,26068.634765625,26068.634765625,26050.376953125,26050.376953125,26050.376953125,25921024
2023-08-27 18:00:00+00:00,26053.75390625,26072.564453125,26044.55859375,26072.564453125,26072.564453125,15952896
2023-08-27 18:05:00+00:00,26068.701171875,26079.73828125,26057.93359375,26079.73828125,26079.73828125,21464064
2023-08-27 18:10:00+00:00,26078.203125,26078.203125,26066.744140625,26066.744140625,26066.744140625,9763840
2023-08-27 18:15:00+00:00,26067.68359375,26078.39453125,26067.68359375,26075.90625,26075.90625,3316224
2023-08-27 18:20:00+00:00,26069.64453125,26076.4140625,26062.77734375,26076.4140625,26076.4140625,6612992
2023-08-27 18:25:00+00:00,26079.865234375,26085.9609375,26077.857421875,26077.857421875,26077.857421875,14830592
2023-08-27 18:30:00+00:00,26077.9140625,26084.380859375,26073.548828125,26073.548828125,26073.548828125,3293184
2023-08-27 18:35:00+00:00,26073.267578125,26073.267578125,26065.869140625,26066.505859375,26066.505859375,0
2023-08-27 18:40:00+00:00,26068.10546875,26071.970703125,26066.578125,26071.970703125,26071.970703125,8158720
2023-08-27 18:45:00+00:00,26072.296875,26077.1640625,26072.296875,26077.03515625,26077.03515625,0
2023-08-27 18:50:00+00:00,26084.671875,26093.701171875,26083.4375,26093.701171875,26093.701171875,5874176
2023-08-27 18:55:00+00:00,26093.603515625,26104.87109375,26093.603515625,26094.763671875,26094.763671875,26462208
2023-08-27 19:00:00+00:00,26094.37109375,26100.015625,26091.6015625,26100.015625,26100.015625,1105408
2023-08-27 19:05:00+00:00,26104.0234375,26149.091796875,26104.0234375,26139.560546875,26139.560546875,32535040
2023-08-27 19:10:00+00:00,26140.59765625,26140.59765625,26125.697265625,26130.779296875,26130.779296875,21222912
2023-08-27 19:15:00+00:00,26128.84375,26131.373046875,26120.392578125,26120.392578125,26120.392578125,11875328
2023-08-27 19:20:00+00:00,26118.38671875,26129.359375,26118.38671875,26125.130859375,26125.130859375,3488768
2023-08-27 19:25:00+00:00,26128.94140625,26128.94140625,26120.46484375,26121.4140625,26121.4140625,0
2023-08-27 19:30:00+00:00,26121.76953125,26123.943359375,26116.5859375,26118.876953125,26118.876953125,566272
2023-08-27 19:35:00+00:00,26120.384765625,26127.1484375,26119.30859375,26127.1484375,26127.1484375,7921152
2023-08-27 19:40:00+00:00,26133.9765625,26143.548828125,26133.9765625,26136.888671875,26136.888671875,7081984
2023-08-27 19:45:00+00:00,26135.47265625,26135.47265625,26122.04296875,26122.04296875,26122.04296875,10890752
2023-08-27 19:50:00+00:00,26119.146484375,26119.146484375,26111.552734375,26111.552734375,26111.552734375,8195072
2023-08-27 19:55:00+00:00,26103.0859375,26111.857421875,26103.0859375,26111.857421875,26111.857421875,8547840
2023-08-27 20:00:00+00:00,26114.005859375,26114.59765625,26113.333984375,26113.693359375,26113.693359375,772608
2023-08-27 20:05:00+00:00,26115.890625,26115.890625,26104.62109375,26104.62109375,26104.62109375,6913024
2023-08-27 20:10:00+00:00,26103.921875,26103.921875,26092.912109375,26095.029296875,26095.029296875,0
2023-08-27 20:15:00+00:00,26098.05078125,26101.43359375,26098.05078125,26100.830078125,26100.830078125,0
2023-08-27 20:20:00+00:00,26100.87109375,26100.87109375,26095.4453125,26095.525390625,26095.525390625,2738176
2023-08-27 20:25:00+00:00,26094.48828125,26094.48828125,26091.1328125,26092.451171875,26092.451171875,2843648
2023-08-27 20:30:00+00:00,26096.068359375,26096.068359375,26090.59375,26095.357421875,26095.357421875,5646848
2023-08-27 20:35:00+00:00,26099.55078125,26100.025390625,26081.126953125,26081.126953125,26081.126953125,0
2023-08-27 20:40:00+00:00,26086.50390625,26087.841796875,26084.427734375,26087.841796875,26087.841796875,10620416
2023-08-27 20:45:00+00:00,26085.697265625,26085.697265625,26079.1015625,26080.171875,26080.171875,284672
2023-08-27 20:50:00+00:00,26081.71875,26087.974609375,26078.046875,26087.716796875,26087.716796875,2629120
2023-08-27 20:55:00+00:00,26085.6484375,26085.6484375,26077.712890625,26080.986328125,26080.986328125,4703232
2023-08-27 21:00:00+00:00,26080.5390625,26082.810546875,26080.5390625,26081.294921875,26081.294921875,0
2023-08-27 21:05:00+00:00,26079.830078125,26079.830078125,26077.078125,26077.078125,26077.078125,0
2023-08-27 21:10:00+00:00,26077.462890625,26080.158203125,26076.66015625,26080.158203125,26080.158203125,0
